,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
4665,90538935263,https://www.acnc.gov.au/charity/charities/57cce820-38af-e811-a95e-000d3ad24c60/profile,The Trustee For The Sisters Of Mercy Overseas Aid Fund,Parramatta,NSW,Registered,Medium,http://mercyworks.org.au/,895649.0,1033912.0,Adults - aged 25 to under 65; Adults - aged 65 and over; All ages; Children - aged 6 to under 15; Females; Males; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,20 Dec 2015,0.0,11.0,03/12/2012,01/01/2011
4666,38559694633,https://www.acnc.gov.au/charity/charities/f6c6e820-38af-e811-a95e-000d3ad24c60/profile,Cambodian Welfare & Cultural Centre Of WA Inc,Bennett Springs,WA,Registered,Medium,,392680.0,244982.0,"Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; Other charities; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25",28 Jun 2022,0.0,10.0,03/12/2012,05/11/1984
4667,26316530241,https://www.acnc.gov.au/charity/charities/f86ce6e2-2daf-e811-a95e-000d3ad24c60/profile,Drummoyne Occasional Child Care Inc,Drummoyne,NSW,Registered,Medium,http://www.docc.com.au/,382222.0,345445.0,Early childhood - aged under 6; General community in Australia,11 Jun 2022,0.0,5.0,03/12/2012,01/01/1986
4668,20338481025,https://www.acnc.gov.au/charity/charities/731ff21a-38af-e811-a95e-000d3ad24c60/profile,Albany Enterprise Group Inc,Unavailable,Unavailable,Registered,Medium,http://albanybusinesscentre.com.au/,301533.0,341045.0,General community in Australia; Unemployed persons,28 Jan 2022,0.0,4.0,03/12/2012,01/01/1988
4669,14081414273,https://www.acnc.gov.au/charity/charities/f326f21a-38af-e811-a95e-000d3ad24c60/profile,Centre For Contemporary Photography Inc,Fitzroy,VIC,Registered,Medium,http://www.ccp.org.au/,740377.0,672847.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,6 Jul 2022,0.0,9.0,03/12/2012,01/01/1986
4670,26678648760,https://www.acnc.gov.au/charity/charities/25d6e820-38af-e811-a95e-000d3ad24c60/profile,Australian Rainforest Conservation Society Inc,Milton,QLD,Registered,Medium,http://www.rainforest.org.au/,261581.0,216732.0,Environment; General community in Australia; Other; People in rural/regional/remote communities,24 Jan 2022,0.0,2.0,03/12/2012,01/01/1982
4671,14084081452,https://www.acnc.gov.au/charity/charities/4628f21a-38af-e811-a95e-000d3ad24c60/profile,Waanyi Advancement Limited,Sunset,QLD,Registered,Medium,,720000.0,416185.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; People in rural/regional/remote communities; Youth - 15 to under 25,29 Mar 2022,0.0,6.0,03/12/2012,01/01/1997
4672,73650652282,https://www.acnc.gov.au/charity/charities/fed1e820-38af-e811-a95e-000d3ad24c60/profile,Pymble Catholic Parish Of Sacred Heart And Our Lady Of Perpetual Succour,Pymble,NSW,Registered,Medium,http://www.bbcatholic.org.au/pymble,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; General community in Australia; Youth - 15 to under 25,9 Nov 2021,1.0,2.0,03/12/2012,31/12/1888
4673,94457761941,https://www.acnc.gov.au/charity/charities/1928f21a-38af-e811-a95e-000d3ad24c60/profile,TOCUMWAL PRE SCHOOL KINDERGARTEN ASSOCIATION INCORPORATED,Tocumwal,NSW,Registered,Medium,http://www.tocumwalpreschool.com/,490753.0,315077.0,Aboriginal and Torres Strait Islander people; Animals; Early childhood - aged under 6; Females; Financially disadvantaged people; Males; People in rural/regional/remote communities; People with disabilities,25 Nov 2021,0.0,6.0,03/12/2012,03/12/2012
4674,20816576451,https://www.acnc.gov.au/charity/charities/1469e52c-38af-e811-a95e-000d3ad24c60/profile,Peak Hill Aboriginal Medical Incorporated,Woodstock,NSW,Registered,Medium,https://www.facebook.com/Peak%20Hill%20Aboriginal%20Medical%20Service%20Inc,694820.0,682365.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Youth - 15 to under 25",25 Nov 2021,0.0,6.0,03/12/2012,01/01/2001
4675,82671762591,https://www.acnc.gov.au/charity/charities/6c71e52c-38af-e811-a95e-000d3ad24c60/profile,St Paul's Anglican Church Oatley,Oatley,NSW,Registered,Medium,http://www.oac.com.au/,262135.0,218517.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; General community in Australia; Males; Youth - 15 to under 25,14 May 2022,1.0,8.0,03/12/2012,01/01/1911
